date,scientific_name,common_name,zone,site,plot,pit,spp,sex,rcap,toe_num,sv_length,total_length,weight,tail,pc
11/4/94,uta stansburiana,side-blotched lizard,g,ibpe,c,2,utst,m,n,2504,38,96,2,b,0
11/4/94,uta stansburiana,side-blotched lizard,g,ibpe,c,7,utst,f,n,2501,40,109,3,w,0
11/4/94,uta stansburiana,side-blotched lizard,g,ibpe,c,8,utst,f,n,NA,38,98,2,b,0
11/4/94,uta stansburiana,side-blotched lizard,g,ibpe,c,8,utst,m,n,2502,42,115,3,w,0
11/4/94,uta stansburiana,side-blotched lizard,g,ibpe,c,16,utst,j,n,NA,35,95,2,w,0
11/4/94,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
11/4/94,uta stansburiana,side-blotched lizard,m,rabb,a,2,utst,m,n,2455,45,126,3,w,0
11/4/94,uta stansburiana,side-blotched lizard,m,rabb,a,3,utst,j,n,NA,33,93,1,w,0
11/4/94,uta stansburiana,side-blotched lizard,m,rabb,a,4,utst,j,n,NA,37,101,2,w,0
11/4/94,uta stansburiana,side-blotched lizard,m,well,b,2,utst,j,n,NA,36,103,2,w,0
11/4/94,uta stansburiana,side-blotched lizard,m,well,b,3,utst,m,n,2500,38,111,2,w,0
11/4/94,uta stansburiana,side-blotched lizard,m,well,b,4,utst,j,n,NA,29,78,1,w,0
11/4/94,uta stansburiana,side-blotched lizard,m,well,b,6,utst,j,n,NA,29,61,1,b,0
11/4/94,uta stansburiana,side-blotched lizard,m,well,b,11,utst,m,n,NA,45,67,NA,b,1
11/4/94,uta stansburiana,side-blotched lizard,m,well,b,11,utst,f,n,NA,32,67,NA,b,1
11/4/94,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/4/94,uta stansburiana,side-blotched lizard,t,west,a,7,utst,j,n,NA,34,96,2,w,0
11/11/94,uta stansburiana,side-blotched lizard,c,cali,a,7,utst,f,n,2544,40,109,3,w,0
11/11/94,uta stansburiana,side-blotched lizard,c,cali,a,9,utst,f,n,2543,36,85,3,b,0
11/11/94,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/11/94,uta stansburiana,side-blotched lizard,c,ibpe,c,8,utst,j,n,NA,29,81,2,w,0
11/11/94,uta stansburiana,side-blotched lizard,c,sand,b,5,utst,m,n,2541,33,92,3,w,0
11/11/94,uta stansburiana,side-blotched lizard,c,sand,b,11,utst,m,n,2542,36,91,2,w,0
11/11/94,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/11/94,uta stansburiana,side-blotched lizard,g,ibpe,a,7,utst,m,n,2522,40,81,2,b,0
11/11/94,uta stansburiana,side-blotched lizard,g,ibpe,a,10,utst,m,n,2530,39,111,4,w,0
11/11/94,uta stansburiana,side-blotched lizard,g,ibpe,a,15,utst,f,n,2523,45,110,3,b,0
11/11/94,uta stansburiana,side-blotched lizard,g,ibpe,a,15,utst,m,n,2525,43,80,4,b,0
11/11/94,uta stansburiana,side-blotched lizard,g,ibpe,a,16,utst,f,n,2524,39,90,2,b,0
11/11/94,uta stansburiana,side-blotched lizard,g,ibpe,c,5,utst,f,n,2531,37,103,2,w,0
11/11/94,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,f,n,2532,38,100,2,w,0
11/11/94,uta stansburiana,side-blotched lizard,g,ibpe,c,9,utst,f,n,2533,37,94,4,w,0
11/11/94,uta stansburiana,side-blotched lizard,g,ibpe,c,9,utst,f,n,2534,39,104,4,w,0
11/11/94,uta stansburiana,side-blotched lizard,g,ibpe,c,10,utst,m,n,2535,46,125,6,w,0
11/11/94,uta stansburiana,side-blotched lizard,g,ibpe,c,11,utst,f,n,2540,45,112,5,b,0
11/11/94,uta stansburiana,side-blotched lizard,m,rabb,a,6,utst,f,n,2515,36,99,2,w,0
11/11/94,sceloporus undulatus,eastern fence,m,rabb,c,10,scun,f,n,34,38,110,3,w,1
11/11/94,uta stansburiana,side-blotched lizard,m,well,b,7,utst,f,n,2520,34,95,2,w,0
11/11/94,uta stansburiana,side-blotched lizard,m,well,b,9,utst,f,n,2521,37,90,3,b,0
11/11/94,uta stansburiana,side-blotched lizard,m,well,b,10,utst,j,n,NA,30,71,2,b,0
11/11/94,uta stansburiana,side-blotched lizard,m,well,b,12,utst,j,n,NA,30,60,1,w,1
11/11/94,uta stansburiana,side-blotched lizard,t,east,b,4,utst,f,n,2512,50,136,6,w,0
11/11/94,uta stansburiana,side-blotched lizard,t,east,b,9,utst,f,n,2513,43,116,4,w,0
11/11/94,uta stansburiana,side-blotched lizard,t,east,b,9,utst,f,n,2514,43,117,3,w,0
11/11/94,uta stansburiana,side-blotched lizard,t,west,a,16,utst,j,n,NA,42,121,3,w,1
3/16/95,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/16/95,unknown lizard,unknown,c,grav,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/16/95,uta stansburiana,side-blotched lizard,c,sand,b,1,utst,f,n,8,42,101,3,w,0
3/16/95,uta stansburiana,side-blotched lizard,c,sand,b,4,utst,m,n,7,44,123,4,w,0
3/16/95,uta stansburiana,side-blotched lizard,c,sand,b,14,utst,f,n,9,40,105,3,NA,0
3/16/95,cnemidophorus inornatus,little striped,g,basn,b,4,cnin,f,n,1,38,130,2,w,0
3/16/95,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/16/95,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/16/95,uta stansburiana,side-blotched lizard,m,nort,c,5,utst,m,n,4,44,124,4,w,0
3/16/95,uta stansburiana,side-blotched lizard,m,rabb,a,2,utst,m,n,5,46,107,4,b,0
3/16/95,uta stansburiana,side-blotched lizard,m,well,b,13,utst,f,n,6,38,103,3,w,0
3/16/95,uta stansburiana,side-blotched lizard,t,east,b,4,utst,m,n,3,46,133,5,w,0
3/16/95,uta stansburiana,side-blotched lizard,t,west,a,8,utst,m,n,1,42,106,NA,w,0
3/16/95,uta stansburiana,side-blotched lizard,t,west,a,12,utst,m,n,2,50,137,4,w,0
3/23/95,cophosuarus texanus,greater earless,c,cali,a,8,cote,m,n,NA,36,73,2,w,0
3/23/95,uta stansburiana,side-blotched lizard,c,cali,a,16,utst,f,n,NA,47,128,4,w,0
3/23/95,cnemidophorus uniparens,desert grassland,c,grav,c,11,cnun,f,n,NA,39,127,2,w,0
3/23/95,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/23/95,cnemidophorus inornatus,little striped,g,basn,b,3,cnin,f,n,NA,49,164,2,w,0
3/23/95,holbrookia maculata,lesser earless,g,basn,b,15,homa,m,n,NA,37,73,2,w,0
3/23/95,cnemidophorus inornatus,little striped,g,ibpe,c,7,cnin,f,n,NA,37,128,2,w,0
3/23/95,cnemidophorus inornatus,little striped,g,ibpe,c,8,cnin,m,n,NA,57,181,5,w,0
3/23/95,uta stansburiana,side-blotched lizard,g,ibpe,c,8,utst,f,n,NA,43,110,3,w,0
3/23/95,uta stansburiana,side-blotched lizard,m,nort,c,8,utst,m,n,NA,45,125,4,w,0
3/23/95,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/23/95,uta stansburiana,side-blotched lizard,m,well,b,15,utst,m,n,NA,46,121,3,w,0
3/23/95,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/23/95,uta stansburiana,side-blotched lizard,t,west,a,12,utst,m,n,NA,51,139,4,w,0
6/2/95,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/2/95,phrynosoma modestum,roundtail horned,c,grav,d,15,phmo,NA,n,1,57,86,12,w,1
6/2/95,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/2/95,cnemidophorus inornatus,little striped,g,basn,b,8,cnin,f,n,2,57,178,5,w,0
6/2/95,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,f,n,1,46,117,3,w,0
6/2/95,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/2/95,cnemidophorus tigrisatus,western whiptail,m,nort,c,13,cnti,NA,NA,NA,NA,NA,NA,NA,1
6/2/95,sceloporus undulatus,eastern fence,m,rabb,a,10,scun,f,n,1,53,113,5,w,0
6/2/95,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/2/95,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/2/95,cnemidophorus inornatus,little striped,t,west,a,1,cnin,f,n,1,49,165,4,w,0
6/6/95,uta stansburiana,side-blotched lizard,c,cali,a,2,utst,f,n,2,51,125,4,w,0
6/6/95,uta stansburiana,side-blotched lizard,c,cali,a,16,utst,f,n,3,52,131,4,w,1
6/6/95,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/6/95,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/6/95,cnemidophorus tigrisatus,western whiptail,g,basn,b,3,cnti,m,n,2,65,197,9,b,0
6/6/95,cnemidophorus inornatus,little striped,g,basn,b,7,cnin,f,n,6,52,172,4,w,0
6/6/95,cnemidophorus inornatus,little striped,g,ibpe,c,3,cnin,f,n,5,57,175,4,w,0
6/6/95,cnemidophorus inornatus,little striped,g,ibpe,c,16,cnin,m,n,3,56,92,4,b,0
6/6/95,cnemidophorus inornatus,little striped,g,ibpe,c,16,cnin,f,n,4,61,184,3,w,1
6/6/95,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/6/95,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/6/95,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/6/95,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/6/95,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/6/95,cnemidophorus tigrisatus,western whiptail,t,west,a,2,cnti,m,n,1,69,262,10,w,0
6/9/95,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/9/95,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/9/95,cnemidophorus uniparens,desert grassland,c,sand,b,4,cnun,NA,NA,NA,NA,NA,NA,NA,1
6/9/95,cnemidophorus inornatus,little striped,g,basn,b,5,cnin,m,n,8,51,174,4,w,0
6/9/95,cnemidophorus inornatus,little striped,g,ibpe,c,6,cnin,m,n,7,57,168,4,w,0
6/9/95,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/9/95,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/9/95,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/9/95,uta stansburiana,side-blotched lizard,m,well,b,4,utst,f,n,5,47,122,3,w,1
6/9/95,uta stansburiana,side-blotched lizard,m,well,b,15,utst,f,n,4,42,112,2,w,0
6/9/95,phrynosoma modestum,roundtail horned,t,east,b,16,phmo,NA,n,2,62,94,13,w,0
6/9/95,cnemidophorus inornatus,little striped,t,west,a,5,cnin,NA,NA,NA,NA,NA,NA,NA,1
6/12/95,uta stansburiana,side-blotched lizard,c,cali,a,11,utst,f,n,NA,47,119,4,w,0
6/12/95,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/12/95,phrynosoma cornutum,texas horned,c,sand,b,5,phco,f,n,NA,75,103,25,w,0
6/12/95,cnemidophorus tigrisatus,western whiptail,c,sand,b,11,cnti,m,n,NA,76,132,14,b,0
6/12/95,cnemidophorus inornatus,little striped,g,basn,b,1,cnin,f,n,NA,52,169,3,w,0
6/12/95,cnemidophorus inornatus,little striped,g,basn,b,7,cnin,m,NA,8,NA,NA,NA,w,0
6/12/95,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/12/95,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
6/12/95,cnemidophorus tigrisatus,western whiptail,m,nort,c,1,cnti,m,n,NA,76,229,NA,w,1
6/12/95,phrynosoma modestum,roundtail horned,m,nort,c,8,phmo,m,n,NA,51,92,9,w,0
6/12/95,phrynosoma modestum,roundtail horned,m,nort,c,13,phmo,f,n,NA,57,83,8,w,0
6/12/95,sceloporus undulatus,eastern fence,m,rabb,a,7,scun,m,n,NA,60,169,8,w,0
6/12/95,sceloporus undulatus,eastern fence,m,well,b,11,scun,m,n,NA,63,151,9,w,0
6/12/95,sceloporus undulatus,eastern fence,t,east,b,3,scun,f,n,NA,65,177,10,w,1
6/12/95,uta stansburiana,side-blotched lizard,t,east,b,10,utst,f,n,NA,49,132,4,w,1
6/12/95,sceloporus undulatus,eastern fence,t,east,b,13,scun,f,n,NA,61,120,9,b,1
6/12/95,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/8/95,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/8/95,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/8/95,uta stansburiana,side-blotched lizard,c,sand,b,10,utst,m,n,13,37,86,1,w,0
8/8/95,uta stansburiana,side-blotched lizard,c,sand,b,12,utst,f,n,14,34,79,1,w,0
8/8/95,uta stansburiana,side-blotched lizard,g,basn,b,8,utst,m,n,12,30,81,1,w,1
8/8/95,uta stansburiana,side-blotched lizard,g,ibpe,c,7,utst,f,n,10,28,78,1,w,0
8/8/95,uta stansburiana,side-blotched lizard,g,ibpe,c,8,utst,f,n,11,27,70,1,w,0
8/8/95,uta stansburiana,side-blotched lizard,g,ibpe,c,10,utst,m,n,9,26,74,1,w,0
8/8/95,uta stansburiana,side-blotched lizard,g,ibpe,c,13,utst,m,n,8,32,72,1,w,1
8/8/95,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
8/8/95,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/8/95,uta stansburiana,side-blotched lizard,m,rabb,a,15,utst,j,n,4,28,74,1,w,0
8/8/95,uta stansburiana,side-blotched lizard,m,rabb,a,15,utst,j,n,NA,NA,NA,1,w,1
8/8/95,uta stansburiana,side-blotched lizard,m,well,b,2,utst,m,n,NA,25,43,1,w,0
8/8/95,uta stansburiana,side-blotched lizard,m,well,b,4,utst,m,n,5,33,90,1,w,0
8/8/95,uta stansburiana,side-blotched lizard,m,well,b,4,utst,m,n,6,31,88,1,w,0
8/8/95,uta stansburiana,side-blotched lizard,m,well,b,4,utst,f,n,7,28,76,1,w,0
8/8/95,uta stansburiana,side-blotched lizard,t,east,b,2,utst,j,n,3,34,93,1,w,0
8/8/95,uta stansburiana,side-blotched lizard,t,east,b,10,utst,f,n,2,48,126,4,w,0
8/8/95,uta stansburiana,side-blotched lizard,t,west,a,12,utst,j,n,1,23,75,1,w,1
8/11/95,uta stansburiana,side-blotched lizard,c,cali,a,2,utst,m,n,25,30,82,1,w,0
8/11/95,uta stansburiana,side-blotched lizard,c,cali,a,14,utst,m,n,26,35,67,1,w,0
8/11/95,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/11/95,uta stansburiana,side-blotched lizard,c,sand,b,3,utst,m,n,24,36,70,1,b,0
8/11/95,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/11/95,cnemidophorus inornatus,little striped,g,ibpe,c,3,cnin,j,n,NA,39,127,1,w,1
8/11/95,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,f,n,23,32,84,1,w,0
8/11/95,cnemidophorus inornatus,little striped,g,ibpe,c,5,cnin,NA,NA,NA,NA,NA,NA,w,1
8/11/95,uta stansburiana,side-blotched lizard,g,ibpe,c,8,utst,m,n,21,31,83,1,w,0
8/11/95,uta stansburiana,side-blotched lizard,g,ibpe,c,9,utst,m,n,22,27,61,NA,b,0
8/11/95,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/11/95,uta stansburiana,side-blotched lizard,m,nort,c,1,utst,m,n,16,27,71,1,w,0
8/11/95,uta stansburiana,side-blotched lizard,m,rabb,a,2,utst,f,n,17,29,74,1,w,0
8/11/95,uta stansburiana,side-blotched lizard,m,rabb,a,9,utst,m,n,18,22,33,1,b,0
8/11/95,cnemidophorus tigrisatus,western whiptail,m,well,b,8,cnti,j,n,1,38,130,1,w,0
8/11/95,uta stansburiana,side-blotched lizard,m,well,b,8,utst,f,n,20,27,71,1,w,1
8/11/95,uta stansburiana,side-blotched lizard,m,well,b,10,utst,m,n,19,29,63,1,w,0
8/11/95,uta stansburiana,side-blotched lizard,t,east,b,2,utst,m,n,15,38,106,2,w,0
8/11/95,uta stansburiana,side-blotched lizard,t,east,b,3,utst,j,n,NA,NA,NA,1,w,1
8/11/95,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/15/95,cnemidophorus tigrisatus,western whiptail,c,cali,a,7,cnti,j,n,3,39,133,1,w,0
8/15/95,uta stansburiana,side-blotched lizard,c,grav,d,10,utst,m,n,35,38,97,1,w,0
8/15/95,uta stansburiana,side-blotched lizard,c,sand,b,4,utst,f,n,34,29,41,1,b,0
8/15/95,cnemidophorus uniparens,desert grassland,c,sand,b,5,cnun,f,NA,NA,NA,NA,NA,b,0
8/15/95,eumeces obsoletus,great plains,c,sand,b,7,euob,NA,NA,NA,NA,NA,NA,w,0
8/15/95,cnemidophorus inornatus,little striped,g,basn,b,1,cnin,j,n,2,38,123,1,w,0
8/15/95,cnemidophorus inornatus,little striped,g,basn,b,11,cnin,NA,NA,NA,32,51,NA,b,1
8/15/95,uta stansburiana,side-blotched lizard,g,basn,b,11,utst,NA,NA,NA,28,73,1,w,1
8/15/95,uta stansburiana,side-blotched lizard,g,ibpe,c,4,utst,m,n,33,30,38,1,b,0
8/15/95,cnemidophorus inornatus,little striped,g,ibpe,c,6,cnin,f,n,1,56,187,5,w,0
8/15/95,uta stansburiana,side-blotched lizard,g,ibpe,c,8,utst,m,n,32,29,83,1,w,0
8/15/95,cnemidophorus tigrisatus,western whiptail,g,ibpe,c,11,cnti,j,n,2,35,117,1,w,0
8/15/95,uta stansburiana,side-blotched lizard,g,ibpe,c,11,utst,f,n,31,27,61,1,b,0
8/15/95,cnemidophorus uniparens,desert grassland,g,summ,a,11,cnun,f,NA,NA,NA,NA,NA,b,0
8/15/95,cophosuarus texanus,greater earless,g,summ,a,16,cote,m,n,1,31,69,1,w,0
8/15/95,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/15/95,uta stansburiana,side-blotched lizard,m,rabb,a,12,utst,m,n,27,24,65,1,w,0
8/15/95,uta stansburiana,side-blotched lizard,m,rabb,a,13,utst,m,n,28,32,86,1,w,0
8/15/95,uta stansburiana,side-blotched lizard,m,well,b,1,utst,f,n,29,22,57,1,w,0
8/15/95,uta stansburiana,side-blotched lizard,m,well,b,3,utst,m,n,30,25,48,1,b,0
8/15/95,cnemidophorus neomexicanus,new mexico,m,well,b,14,cnne,f,n,1,37,126,1,w,0
8/15/95,uta stansburiana,side-blotched lizard,t,east,b,5,utst,f,n,NA,25,68,NA,w,1
8/15/95,uta stansburiana,side-blotched lizard,t,east,b,7,utst,m,n,37,NA,106,NA,w,0
8/15/95,uta stansburiana,side-blotched lizard,t,east,b,12,utst,f,NA,NA,43,96,NA,w,1
8/15/95,uta stansburiana,side-blotched lizard,t,west,a,9,utst,m,n,NA,35,94,NA,w,1
8/18/95,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/18/95,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/18/95,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/18/95,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/18/95,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/18/95,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/18/95,uta stansburiana,side-blotched lizard,m,nort,c,11,utst,m,n,NA,35,64,1,w,0
8/18/95,uta stansburiana,side-blotched lizard,m,rabb,a,2,utst,m,n,NA,48,121,2,b,0
8/18/95,uta stansburiana,side-blotched lizard,m,well,b,4,utst,m,n,NA,33,42,1,b,0
8/18/95,sceloporus undulatus,eastern fence,m,well,b,11,scun,f,n,NA,24,58,1,w,0
8/18/95,uta stansburiana,side-blotched lizard,m,well,b,12,utst,f,n,NA,29,87,1,w,0
8/18/95,uta stansburiana,side-blotched lizard,m,well,b,16,utst,f,n,NA,34,77,1,w,0
8/18/95,uta stansburiana,side-blotched lizard,m,well,b,16,utst,m,n,NA,35,95,1,w,1
8/18/95,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
8/18/95,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/20/95,uta stansburiana,side-blotched lizard,c,cali,a,11,utst,f,n,27,28,77,1,w,1
11/20/95,uta stansburiana,side-blotched lizard,c,grav,d,7,utst,m,n,28,51,143,5,w,0
11/20/95,unknown lizard,unknown,c,sand,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/20/95,uta stansburiana,side-blotched lizard,g,basn,c,9,utst,m,n,26,38,99,2,w,0
11/20/95,uta stansburiana,side-blotched lizard,g,ibpe,c,2,utst,f,n,24,44,81,3,b,1
11/20/95,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,f,n,22,42,97,3,b,0
11/20/95,uta stansburiana,side-blotched lizard,g,ibpe,c,4,utst,m,n,21,34,92,1,w,0
11/20/95,uta stansburiana,side-blotched lizard,g,ibpe,c,4,utst,m,n,23,49,93,4,b,1
11/20/95,uta stansburiana,side-blotched lizard,g,ibpe,c,13,utst,m,n,25,46,127,4,w,0
11/20/95,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/20/95,uta stansburiana,side-blotched lizard,m,nort,c,3,utst,m,n,7,43,117,3,w,0
11/20/95,uta stansburiana,side-blotched lizard,m,nort,c,5,utst,m,n,6,48,118,4,w,0
11/20/95,uta stansburiana,side-blotched lizard,m,nort,c,10,utst,f,n,5,41,101,2,b,0
11/20/95,uta stansburiana,side-blotched lizard,m,rabb,a,3,utst,m,n,8,37,98,2,w,0
11/20/95,uta stansburiana,side-blotched lizard,m,rabb,a,14,utst,m,n,9,44,126,3,w,0
11/20/95,uta stansburiana,side-blotched lizard,m,well,b,2,utst,m,n,18,34,93,2,w,1
11/20/95,uta stansburiana,side-blotched lizard,m,well,b,2,utst,m,n,19,49,126,4,w,0
11/20/95,uta stansburiana,side-blotched lizard,m,well,b,4,utst,m,n,20,41,111,3,w,0
11/20/95,uta stansburiana,side-blotched lizard,m,well,b,6,utst,m,n,13,47,133,4,b,0
11/20/95,uta stansburiana,side-blotched lizard,m,well,b,7,utst,m,n,14,48,133,4,w,0
11/20/95,uta stansburiana,side-blotched lizard,m,well,b,7,utst,m,n,15,36,100,2,w,0
11/20/95,uta stansburiana,side-blotched lizard,m,well,b,8,utst,f,n,16,37,100,2,w,0
11/20/95,uta stansburiana,side-blotched lizard,m,well,b,8,utst,m,n,17,44,125,3,w,0
11/20/95,uta stansburiana,side-blotched lizard,m,well,b,11,utst,f,n,11,44,87,3,b,0
11/20/95,uta stansburiana,side-blotched lizard,m,well,b,12,utst,m,n,12,49,139,5,w,0
11/20/95,uta stansburiana,side-blotched lizard,m,well,b,15,utst,m,n,10,49,134,3,w,0
11/20/95,uta stansburiana,side-blotched lizard,t,east,b,4,utst,f,n,4,46,123,4,w,1
11/20/95,uta stansburiana,side-blotched lizard,t,east,b,10,utst,f,n,3,43,114,3,w,0
11/20/95,uta stansburiana,side-blotched lizard,t,west,a,8,utst,f,n,1,38,102,2,w,0
11/20/95,uta stansburiana,side-blotched lizard,t,west,a,12,utst,m,n,2,41,122,3,w,0
11/28/95,cophosuarus texanus,greater earless,c,cali,a,1,cote,m,n,NA,33,71,1,w,0
11/28/95,uta stansburiana,side-blotched lizard,c,grav,d,1,utst,m,r,28,NA,NA,NA,NA,0
11/28/95,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/28/95,uta stansburiana,side-blotched lizard,g,basn,c,9,utst,m,n,NA,48,127,4,b,1
11/28/95,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,m,n,NA,46,106,4,b,1
11/28/95,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/28/95,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/28/95,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/28/95,uta stansburiana,side-blotched lizard,m,well,b,2,utst,f,n,NA,34,92,2,w,0
11/28/95,uta stansburiana,side-blotched lizard,m,well,b,5,utst,m,n,NA,37,102,2,w,0
11/28/95,uta stansburiana,side-blotched lizard,m,well,b,6,utst,f,n,NA,40,112,3,w,0
11/28/95,uta stansburiana,side-blotched lizard,m,well,b,7,utst,m,n,NA,28,71,2,b,1
11/28/95,uta stansburiana,side-blotched lizard,t,east,b,5,utst,f,n,NA,43,118,4,w,0
11/28/95,uta stansburiana,side-blotched lizard,t,east,b,14,utst,m,n,NA,49,126,5,w,0
11/28/95,uta stansburiana,side-blotched lizard,t,east,b,16,utst,f,n,NA,43,101,3,b,1
11/28/95,uta stansburiana,side-blotched lizard,t,west,a,12,utst,f,n,NA,37,88,2,b,1
2/6/96,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
2/6/96,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
2/6/96,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
2/6/96,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
2/6/96,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,f,n,3,29,75,1,w,0
2/6/96,unknown lizard,unknown,g,summ,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
2/6/96,unknown lizard,unknown,m,nort,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
2/6/96,uta stansburiana,side-blotched lizard,m,rabb,a,2,utst,m,n,1,25,64,1,w,0
2/6/96,uta stansburiana,side-blotched lizard,m,well,b,11,utst,m,n,2,34,91,1,w,0
2/6/96,uta stansburiana,side-blotched lizard,t,east,b,15,utst,f,n,4,46,102,4,b,1
2/6/96,holbrookia maculata,lesser earless,t,west,a,5,homa,j,n,1,26,50,1,w,1
