date,scientific_name,common_name,zone,site,plot,pit,spp,sex,rcap,toe_num,sv_length,total_length,weight,tail,pc
9/27/89,uta stansburiana,side-blotched lizard,m,well,b,1,utst,f,n,405,36,105,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,m,well,b,5,utst,f,n,411,34,85,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,m,well,b,6,utst,f,n,410,32,74,2,b,0
9/27/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,f,n,412,33,96,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,f,n,413,35,97,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,t,east,b,2,utst,m,n,350,49,124,6,b,0
9/27/89,uta stansburiana,side-blotched lizard,t,east,b,3,utst,f,n,351,38,112,4,w,0
9/27/89,uta stansburiana,side-blotched lizard,t,east,b,5,utst,f,n,352,41,109,4,w,0
9/27/89,uta stansburiana,side-blotched lizard,t,east,b,7,utst,j,n,353,32,84,3,w,0
9/27/89,uta stansburiana,side-blotched lizard,t,east,b,8,utst,m,n,354,47,130,5,w,0
9/27/89,uta stansburiana,side-blotched lizard,t,east,b,15,utst,j,n,NA,23,46,1,w,0
9/27/89,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
10/5/89,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,m,n,440,50,134,3,w,0
10/5/89,uta stansburiana,side-blotched lizard,c,cali,a,14,utst,m,n,441,49,139,5,w,0
10/5/89,uta stansburiana,side-blotched lizard,c,cali,a,15,utst,f,n,442,39,100,3,w,0
10/5/89,uta stansburiana,side-blotched lizard,c,grav,d,6,utst,f,n,434,37,96,1,w,0
10/5/89,uta stansburiana,side-blotched lizard,c,grav,d,9,utst,f,n,435,41,111,1,w,0
10/5/89,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
10/5/89,uta stansburiana,side-blotched lizard,c,sand,c,7,utst,m,r,452,43,118,5,w,0
10/5/89,uta stansburiana,side-blotched lizard,c,sand,c,8,utst,f,n,443,37,113,2,w,0
10/5/89,uta stansburiana,side-blotched lizard,c,sand,c,12,utst,m,n,444,49,131,6,w,0
10/5/89,uta stansburiana,side-blotched lizard,c,sand,c,16,utst,m,n,445,26,70,1,w,0
10/5/89,uta stansburiana,side-blotched lizard,c,sand,c,16,utst,m,r,431,40,102,3,w,0
10/5/89,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
10/5/89,uta stansburiana,side-blotched lizard,g,ibpe,a,9,utst,f,n,504,46,104,4,b,0
10/5/89,uta stansburiana,side-blotched lizard,g,ibpe,a,10,utst,f,n,NA,33,90,NA,w,1
10/5/89,uta stansburiana,side-blotched lizard,g,ibpe,a,10,utst,f,n,505,39,104,3,w,0
10/5/89,uta stansburiana,side-blotched lizard,g,ibpe,a,11,utst,m,n,NA,36,69,NA,w,1
10/5/89,uta stansburiana,side-blotched lizard,g,ibpe,c,4,utst,f,n,450,36,90,1,w,0
10/5/89,uta stansburiana,side-blotched lizard,g,ibpe,c,8,utst,m,n,451,45,119,2,w,0
10/5/89,uta stansburiana,side-blotched lizard,g,ibpe,c,10,utst,j,n,501,22,60,1,w,0
10/5/89,uta stansburiana,side-blotched lizard,g,ibpe,c,10,utst,f,n,502,41,117,2,w,0
10/5/89,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,f,n,503,38,89,1,b,0
10/5/89,uta stansburiana,side-blotched lizard,m,rabb,a,4,utst,m,r,99,53,140,4,w,1
10/5/89,uta stansburiana,side-blotched lizard,m,rabb,a,14,utst,f,r,422,47,120,3,w,0
10/5/89,uta stansburiana,side-blotched lizard,m,rabb,a,16,utst,f,n,522,44,74,2,b,0
10/5/89,uta stansburiana,side-blotched lizard,m,rabb,c,4,utst,m,n,523,41,107,2,w,0
10/5/89,uta stansburiana,side-blotched lizard,m,rabb,c,7,utst,m,n,524,41,112,3,w,0
10/5/89,cnemidophorus tigrisatus,western whiptail,m,rabb,c,8,cnti,f,n,400,56,194,5,w,0
10/5/89,uta stansburiana,side-blotched lizard,m,rabb,c,12,utst,m,n,525,44,120,3,w,0
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,3,utst,f,n,510,38,91,2,b,0
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,5,utst,f,n,511,37,102,2,w,0
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,5,utst,m,n,512,40,109,2,w,0
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,6,utst,m,n,513,42,113,1,w,0
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,6,utst,f,n,514,43,101,2,b,0
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,8,utst,f,r,300,39,92,2,w,0
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,8,utst,m,n,515,45,65,2,b,1
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,8,utst,m,n,520,39,108,2,w,0
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,m,n,521,36,99,2,w,0
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,16,utst,f,r,99,38,102,2,w,1
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,16,utst,f,r,40,49,95,2,b,0
10/5/89,uta stansburiana,side-blotched lizard,m,well,b,16,utst,m,n,NA,42,116,NA,w,1
10/5/89,uta stansburiana,side-blotched lizard,t,east,b,2,utst,f,n,433,45,101,2,b,0
10/5/89,uta stansburiana,side-blotched lizard,t,east,b,3,utst,m,r,300,53,134,3,b,1
10/5/89,uta stansburiana,side-blotched lizard,t,east,b,3,utst,m,r,445,46,116,NA,w,0
10/5/89,uta stansburiana,side-blotched lizard,t,east,b,4,utst,f,r,1433,45,106,2,w,1
10/5/89,uta stansburiana,side-blotched lizard,t,west,a,10,utst,m,n,432,49,135,4,w,0
11/8/89,uta stansburiana,side-blotched lizard,c,cali,a,2,utst,m,r,444,50,137,6,w,0
11/8/89,uta stansburiana,side-blotched lizard,c,cali,a,12,utst,f,r,452,42,108,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,c,grav,d,7,utst,m,r,434,41,105,4,w,0
11/8/89,uta stansburiana,side-blotched lizard,c,sand,b,4,utst,m,n,530,52,143,7,w,0
11/8/89,uta stansburiana,side-blotched lizard,c,sand,b,8,utst,j,n,531,32,83,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,c,sand,c,13,utst,m,r,445,51,135,7,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,basn,b,13,utst,f,n,532,36,97,5,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,a,4,utst,f,n,1002,39,116,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,a,13,utst,j,n,3000,38,110,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,a,14,utst,f,r,410,46,111,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,f,n,535,47,130,4,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,f,n,540,38,105,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,m,n,541,46,123,4,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,5,utst,m,n,533,46,122,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,5,utst,m,n,534,45,120,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,m,n,99,44,116,3,w,1
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,7,utst,f,r,420,46,100,2,b,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,7,utst,m,r,214,53,135,5,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,7,utst,f,n,545,42,111,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,7,utst,j,n,550,21,55,1,b,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,8,utst,f,r,451,48,124,4,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,11,utst,f,n,554,38,105,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,12,utst,j,n,1000,28,75,1,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,12,utst,f,n,1001,40,115,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,13,utst,f,n,555,38,105,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,14,utst,m,n,553,47,110,5,b,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,f,n,552,45,113,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,g,ibpe,c,16,utst,f,n,551,39,70,3,b,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,a,1,utst,f,n,1032,37,100,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,a,1,utst,m,n,1033,46,127,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,a,4,utst,m,n,1025,44,117,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,a,6,utst,f,n,1030,41,109,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,a,7,utst,f,n,1035,42,110,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,a,8,utst,f,n,1031,33,42,2,b,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,a,10,utst,m,n,1034,49,126,4,b,1
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,a,10,utst,m,r,99,52,143,4,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,a,12,utst,f,n,1040,43,75,2,b,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,c,1,utst,f,n,1021,41,110,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,c,3,utst,f,n,1023,43,112,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,c,8,utst,f,n,1022,41,115,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,rabb,c,16,utst,f,n,1024,41,116,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,2,utst,f,n,1004,39,105,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,2,utst,f,n,1005,27,75,1,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,4,utst,f,n,1004,40,108,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,5,utst,f,n,1003,36,115,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,7,utst,m,r,333,NA,NA,5,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,7,utst,f,r,332,38,100,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,8,utst,f,n,1010,36,97,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,9,utst,f,r,99,40,117,3,w,1
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,10,utst,f,n,1013,26,29,1,b,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,11,utst,f,n,1014,40,100,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,13,utst,m,n,1020,40,78,2,b,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,14,utst,m,n,1015,40,101,4,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,16,utst,f,n,1011,38,93,2,b,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,16,utst,f,n,1012,40,104,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,t,east,b,1,utst,f,r,433,45,100,5,b,0
11/8/89,uta stansburiana,side-blotched lizard,t,east,b,3,utst,f,r,351,46,116,4,w,0
11/8/89,uta stansburiana,side-blotched lizard,t,east,b,4,utst,f,r,5,48,115,5,w,0
11/8/89,uta stansburiana,side-blotched lizard,t,east,b,10,utst,f,r,215,48,51,4,b,0
11/8/89,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/15/89,unknown lizard,unknown,c,cali,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
11/15/89,uta stansburiana,side-blotched lizard,c,grav,d,8,utst,m,n,1042,50,144,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,grav,d,12,utst,f,r,234,41,108,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,grav,d,14,utst,f,n,1041,36,100,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,sand,b,8,utst,f,n,1043,43,113,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,sand,b,11,utst,f,n,1044,38,101,1,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,sand,b,16,utst,f,n,1045,47,115,4,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,sand,c,10,utst,f,r,245,36,72,2,b,0
11/15/89,uta stansburiana,side-blotched lizard,g,basn,b,16,utst,j,n,1050,23,61,1,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,a,2,utst,f,n,1055,40,105,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,a,11,utst,f,r,212,44,115,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,a,13,utst,f,n,1100,38,56,2,b,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,a,16,utst,f,n,1101,39,110,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,4,utst,f,n,1051,44,121,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,f,r,514,46,122,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,12,utst,f,n,99,39,85,2,b,1
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,j,n,1052,26,66,1,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,j,n,1053,26,73,1,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,16,utst,f,r,550,38,71,2,b,0
11/15/89,uta stansburiana,side-blotched lizard,m,east,b,2,utst,f,r,351,45,117,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,rabb,a,8,utst,f,r,1032,38,100,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,rabb,a,8,utst,NA,NA,NA,NA,NA,NA,NA,1
11/15/89,uta stansburiana,side-blotched lizard,m,rabb,a,9,utst,f,n,1112,40,106,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,rabb,a,9,utst,m,r,403,47,122,4,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,rabb,c,4,utst,m,r,125,45,122,NA,w,1
11/15/89,uta stansburiana,side-blotched lizard,m,rabb,c,12,utst,f,n,1111,39,105,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,2,utst,m,r,1033,44,120,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,4,utst,m,n,1102,37,100,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,5,utst,m,n,1103,45,123,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,6,utst,f,r,99,26,34,1,b,1
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,7,utst,f,r,1004,38,105,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,f,n,1105,37,101,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,f,r,410,40,62,2,b,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,m,n,1110,46,110,4,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,16,utst,m,n,1104,46,120,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,t,east,b,8,utst,f,n,1113,36,106,1,w,0
11/15/89,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,unknown lizard,unknown,c,sand,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,uta stansburiana,side-blotched lizard,m,rabb,c,13,utst,f,n,1114,43,114,2,w,0
1/4/90,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,unknown lizard,unknown,t,east,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,unknown lizard,unknown,t,west,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,unknown lizard,unknown,c,grav,d,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,uta stansburiana,side-blotched lizard,c,sand,b,16,utst,f,r,325,49,134,5,w,0
1/11/90,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,unknown lizard,unknown,m,rabb,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/24/90,cophosuarus texanus,greater earless,c,cali,a,12,cote,j,n,2,35,75,2,w,0
3/24/90,cnemidophorus inornatus,little striped,c,grav,d,5,cnin,j,n,11,38,56,1,b,0
3/24/90,uta stansburiana,side-blotched lizard,c,grav,d,7,utst,m,r,3000,51,146,5,w,1
3/24/90,unknown lizard,unknown,c,sand,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/24/90,unknown lizard,unknown,c,sand,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/24/90,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/24/90,cnemidophorus inornatus,little striped,g,ibpe,a,3,cnin,m,n,10,54,145,4,b,1
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,a,5,utst,f,n,1122,36,99,3,w,0
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,a,8,utst,f,n,1121,45,109,3,w,0
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,c,1,utst,f,n,1123,42,99,3,b,0
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,f,r,500,42,98,3,b,1
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,c,7,utst,f,n,1124,36,96,2,w,0
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,f,r,555,41,111,3,w,0
3/24/90,uta stansburiana,side-blotched lizard,m,rabb,a,2,utst,m,r,5112,44,121,4,w,0
3/24/90,uta stansburiana,side-blotched lizard,m,rabb,c,9,utst,f,r,1022,44,117,3,w,0
3/24/90,uta stansburiana,side-blotched lizard,m,rabb,c,13,utst,f,n,1114,45,122,4,w,0
3/24/90,uta stansburiana,side-blotched lizard,m,rabb,c,16,utst,m,n,1115,49,142,5,w,0
3/24/90,uta stansburiana,side-blotched lizard,m,well,b,2,utst,m,n,1120,51,123,5,b,0
3/24/90,uta stansburiana,side-blotched lizard,t,east,b,3,utst,m,n,30,52,135,5,w,1
3/24/90,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/30/90,uta stansburiana,side-blotched lizard,c,cali,a,1,utst,f,n,1143,50,127,5,w,0
3/30/90,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,m,r,425,51,140,5,w,0
3/30/90,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,f,r,431,48,125,3,w,0
3/30/90,uta stansburiana,side-blotched lizard,c,cali,a,10,utst,f,r,305,48,128,4,w,0
3/30/90,uta stansburiana,side-blotched lizard,c,grav,d,4,utst,f,r,435,45,121,4,w,0
3/30/90,uta stansburiana,side-blotched lizard,c,sand,c,12,utst,m,n,1142,39,101,2,w,0
3/30/90,unknown lizard,unknown,g,basn,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
3/30/90,uta stansburiana,side-blotched lizard,g,ibpe,a,3,utst,f,n,1135,46,118,4,b,0
3/30/90,uta stansburiana,side-blotched lizard,g,ibpe,a,4,utst,m,n,1134,47,121,4,w,0
3/30/90,uta stansburiana,side-blotched lizard,g,ibpe,a,6,utst,m,n,1140,47,60,4,b,0
3/30/90,cnemidophorus inornatus,little striped,g,ibpe,a,14,cnin,f,n,11,42,119,2,b,0
3/30/90,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,f,n,1141,43,79,3,b,0
3/30/90,cnemidophorus inornatus,little striped,g,ibpe,c,10,cnin,f,n,12,58,178,4,w,0
3/30/90,uta stansburiana,side-blotched lizard,m,rabb,a,12,utst,f,n,1131,43,114,3,w,0
3/30/90,uta stansburiana,side-blotched lizard,m,rabb,c,16,utst,f,r,1524,46,125,3,w,0
3/30/90,uta stansburiana,side-blotched lizard,m,well,b,3,utst,m,r,410,45,111,2,b,0
3/30/90,uta stansburiana,side-blotched lizard,m,well,b,4,utst,j,n,1132,35,94,1,w,0
3/30/90,uta stansburiana,side-blotched lizard,m,well,b,13,utst,f,n,1133,41,70,2,b,0
3/30/90,uta stansburiana,side-blotched lizard,t,east,b,1,utst,f,n,1125,53,131,6,w,0
3/30/90,uta stansburiana,side-blotched lizard,t,east,b,10,utst,f,n,1130,46,116,4,w,0
3/30/90,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
4/20/90,cophosuarus texanus,greater earless,c,cali,a,6,cote,j,n,4,37,77,2,w,0
4/20/90,cophosuarus texanus,greater earless,c,cali,a,13,cote,f,n,3,63,136,7,w,0
4/20/90,cnemidophorus tigrisatus,western whiptail,c,cali,a,14,cnti,f,n,401,49,169,4,w,0
4/20/90,cophosuarus texanus,greater earless,c,grav,d,4,cote,m,n,5,73,162,14,w,0
4/20/90,cnemidophorus neomexicanus,new mexico,c,grav,d,6,cnne,f,n,12,51,157,3,w,0
4/20/90,cnemidophorus neomexicanus,new mexico,c,grav,d,11,cnne,f,n,13,44,144,2,w,0
4/20/90,uta stansburiana,side-blotched lizard,c,sand,b,12,utst,f,n,1442,42,110,3,w,0
4/20/90,uta stansburiana,side-blotched lizard,c,sand,c,1,utst,f,n,1441,50,129,5,w,0
4/20/90,holbrookia maculata,lesser earless,g,basn,b,2,homa,f,n,4,44,88,3,w,0
4/20/90,uta stansburiana,side-blotched lizard,g,ibpe,a,6,utst,f,n,1443,48,118,3,w,1
4/20/90,cnemidophorus inornatus,little striped,g,ibpe,c,1,cnin,f,n,11,56,175,4,w,0
4/20/90,uta stansburiana,side-blotched lizard,m,rabb,a,6,utst,f,r,1435,46,120,4,w,0
4/20/90,cnemidophorus neomexicanus,new mexico,m,rabb,a,7,cnne,f,n,13,52,182,4,w,0
4/20/90,uta stansburiana,side-blotched lizard,m,rabb,a,15,utst,m,n,1440,46,124,4,b,0
4/20/90,sceloporus undulatus,eastern fence,m,rabb,c,5,scun,m,n,12,63,185,10,w,0
4/20/90,holbrookia maculata,lesser earless,m,rabb,c,7,homa,f,n,3,59,133,7,w,0
4/20/90,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
4/20/90,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
4/20/90,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
4/27/90,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,f,n,4000,46,81,5,b,1
4/27/90,cophosuarus texanus,greater earless,c,cali,a,11,cote,f,r,3,61,134,9,w,0
4/27/90,cophosuarus texanus,greater earless,c,cali,a,12,cote,m,n,10,73,173,14,w,0
4/27/90,cnemidophorus tigrisatus,western whiptail,c,cali,a,13,cnti,NA,NA,NA,NA,NA,NA,NA,1
4/27/90,cnemidophorus inornatus,little striped,c,grav,d,13,cnin,NA,NA,NA,NA,NA,NA,NA,1
4/27/90,cnemidophorus tigrisatus,western whiptail,c,sand,b,14,cnti,f,n,401,85,309,23,w,0
4/27/90,unknown lizard,unknown,c,sand,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
4/27/90,holbrookia maculata,lesser earless,g,basn,b,14,homa,f,n,5,39,78,1,w,0
4/27/90,cnemidophorus inornatus,little striped,g,ibpe,a,3,cnin,f,n,12,44,155,3,w,0
4/27/90,cnemidophorus inornatus,little striped,g,ibpe,a,7,cnin,j,n,13,52,156,4,w,0
4/27/90,cnemidophorus inornatus,little striped,g,ibpe,c,4,cnin,j,n,14,50,130,4,b,0
4/27/90,uta stansburiana,side-blotched lizard,g,ibpe,c,16,utst,f,n,1444,43,117,3,w,0
4/27/90,holbrookia maculata,lesser earless,m,rabb,a,NA,homa,f,n,4,59,120,7,w,0
4/27/90,holbrookia maculata,lesser earless,m,rabb,c,NA,homa,m,r,3,59,128,8,w,0
4/27/90,unknown lizard,unknown,m,well,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
4/27/90,unknown lizard,unknown,t,east,b,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
4/27/90,unknown lizard,unknown,t,west,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,1
5/21/90,unknown lizard,unknown,c,cali,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
5/21/90,cnemidophorus tigrisatus,western whiptail,c,grav,d,3,cnti,f,r,345,84,286,17,w,0
5/21/90,cnemidophorus tigrisatus,western whiptail,c,sand,b,16,cnti,f,n,405,89,302,25,w,0
5/21/90,unknown lizard,unknown,c,sand,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
5/21/90,cnemidophorus tigrisatus,western whiptail,g,basn,b,10,cnti,m,n,404,74,243,16,w,0
5/21/90,unknown lizard,unknown,g,ibpe,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
5/21/90,unknown lizard,unknown,g,ibpe,c,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
5/21/90,unknown lizard,unknown,m,rabb,a,NA,ukli,NA,NA,NA,NA,NA,NA,NA,0
5/21/90,cnemidophorus tigrisatus,western whiptail,m,rabb,c,2,cnti,f,r,400,76,285,21,w,0
5/21/90,cnemidophorus tigrisatus,western whiptail,m,rabb,c,5,cnti,m,n,403,87,320,28,w,0
5/21/90,uta stansburiana,side-blotched lizard,m,well,c,14,utst,m,NA,NA,NA,NA,NA,NA,1
5/21/90,cnemidophorus tigrisatus,western whiptail,t,east,b,8,cnti,m,r,320,89,312,25,w,1
